,tic,PERMNO,VOL,RET,risk_premium,SPREAD,size,s2p,epspxq,ceqq,mktrf,smb,hml,rf,umd,sprtrn,date_merge,sizeln
7291,SGMS,79436,747.0,0.195726,0.177126,0.44,10212.7,0.047000303543627046,-1.57,-2653.0,0.0186,0.0295,-0.0153,0.0018,0.0321,0.010674,2008-05,9.231387322819828
7292,CPT,79452,143401.0,-0.068985,-0.087585,0.375,2618169.0,5.946445779474128e-05,0.19,1531.313,0.0186,0.0295,-0.0153,0.0018,0.0321,0.010674,2008-05,14.777985776462486
7293,BFS,79558,10847.0,0.010421,-0.008178999999999999,0.5,897828.9400000001,4.322649702069082e-05,0.41,48.779,0.0186,0.0295,-0.0153,0.0018,0.0321,0.010674,2008-05,13.707734839161088
7294,CASH,79571,1606.0,0.45826,0.43966,0.49,64848.08,0.00023175705433375976,-0.31,48.559,0.0186,0.0295,-0.0153,0.0018,0.0321,0.010674,2008-05,11.079802582521411
7295,MOV,79611,30837.0,0.016484,-0.002116,0.25,401220.6,0.0003827495397793633,0.75,463.195,0.0186,0.0295,-0.0153,0.0018,0.0321,0.010674,2008-05,12.902266679713872
7296,CAL,79641,1418944.0,-0.198554,-0.217154,1.5,1423290.11,0.0004014950964564771,0.33,558.577,0.0186,0.0295,-0.0153,0.0018,0.0321,0.010674,2008-05,14.168481728394092
7297,BDC,79668,131867.0,0.241553,0.22295299999999998,0.25,1832687.5,0.000318976366674624,0.79,1072.663,0.0186,0.0295,-0.0153,0.0018,0.0321,0.010674,2008-05,14.421294026744704
7298,IT,79698,131875.0,-0.049302,-0.06790199999999999,0.0625,2060571.3499999999,0.00016653439348266198,0.37,17.498,0.0186,0.0295,-0.0153,0.0018,0.0321,0.010674,2008-05,14.538493856679084
7299,ROCK,79862,64221.0,0.543541,0.5249410000000001,0.75,482883.81,0.0006392883621424376,-0.01,567.76,0.0186,0.0295,-0.0153,0.0018,0.0321,0.010674,2008-05,13.08753134468954
7300,MED,80054,21725.0,0.228992,0.210392,0.25,80811.9,0.00024506291771385157,0.05,32.42,0.0186,0.0295,-0.0153,0.0018,0.0321,0.010674,2008-05,11.299879510892683
7301,VMI,80128,63622.0,0.166362,0.147762,0.375,2993304.6,0.0001285742854235416,0.9,510.613,0.0186,0.0295,-0.0153,0.0018,0.0321,0.010674,2008-05,14.91188855245507
7302,CPRT,80320,101555.0,0.101052,0.082452,0.0625,3844935.0,4.534771068951751e-05,0.36,921.843,0.0186,0.0295,-0.0153,0.0018,0.0321,0.010674,2008-05,15.162267255707468
7303,ADC,80412,7530.0,-0.021772,-0.040372,0.125,203189.81999999998,4.516466425335679e-05,0.61,131.614,0.0186,0.0295,-0.0153,0.0018,0.0321,0.010674,2008-05,12.221895895006298
7304,FR,80683,103723.0,0.037074,0.018474000000000004,0.375,1387950.3299999998,7.754672315975458e-05,-0.45,923.919,0.0186,0.0295,-0.0153,0.0018,0.0321,0.010674,2008-05,14.143338634105984
7305,AMED,80795,88627.0,-0.019112,-0.037711999999999996,0.5,1346210.95,0.00014409777308675137,0.64,446.971,0.0186,0.0295,-0.0153,0.0018,0.0321,0.010674,2008-05,14.112804500532503
7306,CPE,80926,50165.0,0.296,0.2774,0.75,543049.92,8.091521309864109e-05,0.22,287.075,0.0186,0.0295,-0.0153,0.0018,0.0321,0.010674,2008-05,13.204956528392087
7307,RCII,81241,163833.0,-0.016409,-0.035009,5.0,646942.72,0.00110750299501013,1.04,592.08,0.0186,0.0295,-0.0153,0.0018,0.0321,0.010674,2008-05,13.380013037879179
